Unnamed: 0,LICENSE NUMBER,PROVIDER NAME,PROVIDER SERVICE TYPE,STREET ADDRESS,CITY,STATE,ZIP,COUNTY,ECC,CCRR,SCHOOL DISTRICT OPERATED PROGRAM,SCHOOL DISTRICT,QUALITY RATING,QUALITY RATING EFFECTIVE DATE,QUALITY RATING EXPIRATION DATE,CCCAP FISCAL AGREEMENT STATUS,CCCAP AUTHORIZATION STATUS,TOTAL LICENSED CAPACITY,LICENSED HOME CAPACITY,LICENSED CENTER INFANT CAPACITY,LICENSED CENTER TODDLER CAPACITY,LICENSED CENTER PRESCHOOL CAPACITY,LICENSED PRESCHOOL AND SCHOOL AGE CAPACITY,LICENSED SCHOOL AGE CAPACITY,LICENSED NYO CAPACITY,LICENSED RESIDENT CAMP CAPACITY,GOVERNING BODY
2549,33035,Megan Hutto,Family Child Care Home,,Grand Junction,CO,81503,Mesa,Mesa County Partnership for Children & Families,Hilltop/Western Colorado,False,MESA COUNTY VALLEY 51,1.0,,,True,True,6.0,6.0,0.0,0.0,,,0.0,0.0,0.0,
2550,47019,"Little Lambs, Trinity Early Learning Center",Child Care Center,1215 W 7th,Fort Morgan,CO,80701,Morgan,Morgan County  Partnership for Children and Families,Morgan County Partnership,False,,4.0,2024-06-30,2027-06-30,True,True,60.0,,,,0.0,60.0,,,,
2551,1549964,PRAIRIE HEIGHTS PRESCHOOL,Child Care Center,7930 Indian Village HTS,Fountain,CO,80817,El Paso,Alliance for Kids,Alliance for Kids,False,,2.0,2023-07-05,2026-07-05,False,False,20.0,,,,20.0,0.0,,,,
2552,1657555,Virginia Jones,Large Family Child Care Home,,Sterling,CO,80751,Logan,"Early Childhood Council of Logan, Phillips, and Sedgwick Counties","ECC Logan, Phillips, Sedgewick",False,VALLEY RE-1,1.0,,,False,False,12.0,12.0,0.0,0.0,,,0.0,0.0,0.0,
2553,1527678,BRIGHTON HEAD START - ADAMS COUNTY HEAD START,Child Care Center,1850 Egbert ST STE G10,Brighton,CO,80601,Adams,Early Childhood Partnership of Adams County,Child Care Innovations,False,27J,4.0,2020-12-10,2025-10-31,False,False,60.0,,,,60.0,0.0,,,,
2554,1611509,Jessica Thibodeau,Large Family Child Care Home,,Peyton,CO,80831,El Paso,Alliance for Kids,Alliance for Kids,False,,2.0,2025-08-18,2028-08-18,True,True,12.0,,,,0.0,12.0,,,,
2555,24413,JULIE DORSEY,Large Family Child Care Home,,Grand Junction,CO,81503,Mesa,Mesa County Partnership for Children & Families,Hilltop/Western Colorado,False,51,2.0,2023-01-12,2026-01-12,True,True,12.0,12.0,0.0,0.0,,,0.0,0.0,0.0,
2556,67631,BRIGHT HORIZONS EARLY CHILDHOOD ED,Child Care Center,5321 E 136th AVE,Brighton,CO,80601,Adams,Early Childhood Partnership of Adams County,Child Care Innovations,True,ADAMS 12 FIVE STAR,5.0,2023-03-31,2026-03-31,False,False,80.0,,,,80.0,0.0,,,,
2557,1522013,Colorado Academy Early Childhood Programs,Child Care Center,3800 S PIERCE ST,Denver,CO,80235,Jefferson,Triad Early Childhood Council,Child Care Innovations,False,JEFFERSON COUNTY R-1,4.0,2023-02-16,2032-06-30,False,False,89.0,0.0,8.0,11.0,0.0,70.0,0.0,0.0,0.0,Colorado Academy
2558,105263,JOYCE LIVELY,Family Child Care Home,,Sterling,CO,80751,Logan,"Early Childhood Council of Logan, Phillips, and Sedgwick Counties","ECC Logan, Phillips, Sedgewick",False,,2.0,2023-07-06,2026-07-06,False,False,6.0,6.0,0.0,0.0,,,0.0,0.0,0.0,
2559,81197,LAINIE ORTIZ,Large Family Child Care Home,,Pueblo,CO,81006,Pueblo,Pueblo Early Childhood Council,Childrens First,False,Dist 70,1.0,,,True,False,12.0,,,,0.0,12.0,,,,
2560,1622668,Marcella Williams,Large Family Child Care Home,,Denver,CO,80249,Denver,Denver's Early Childhood Council,Denver's ECC,False,Denver,1.0,,,True,True,12.0,,,,0.0,12.0,,,,
2561,1623125,SONSHINE PRS / GREELEY FIRST ASSEMBLY OF GOD,Child Care Center,3000 W 16th ST,Greeley,CO,80634,Weld,Weld County’s Early Childhood Council,Promises for Children,False,District 6,2.0,2023-04-26,2026-04-26,True,False,52.0,,,,52.0,0.0,,,,
2562,102604,BVSD Emerald Elementary Preschool,Preschool Program,275 Emerald ST,Broomfield,CO,80020,Broomfield,Broomfield Early Childhood Council,Child Care Innovations,True,Boulder Valley School District,4.0,2023-01-23,2026-01-31,True,False,40.0,,,,40.0,0.0,,,,
2563,37902,Heather Dillie,Family Child Care Home,,Delta,CO,81416,Delta,Bright Futures,Bright Futures,False,DELTA COUNTY 50(J),2.0,2022-11-29,2025-11-29,True,True,6.0,6.0,0.0,0.0,,,0.0,0.0,0.0,
2564,1610914,Little Steps Learning Center,Child Care Center,12253 E Iliff AVE UNIT F and G,Aurora,CO,80014,Arapahoe,Arapahoe County Early Childhood Council,Child Care Innovations,False,CHERRY CREEK 5,4.0,2024-07-31,2027-07-31,True,True,77.0,0.0,8.0,14.0,0.0,55.0,0.0,0.0,0.0,
2565,76210,Teida Edwards,Experienced Family Child Care Home,,Highlands Ranch,CO,80129,Douglas,Douglas County Early Childhood Council,Child Care Innovations,False,Douglas County School District,1.0,,,False,False,9.0,9.0,0.0,0.0,,,0.0,0.0,0.0,
2566,9812,Deborah Jump,Large Family Child Care Home,,Loveland,CO,80537,Larimer,Early Childhood Council of Larimer County,ECC of Larimer County,False,Thompson School District,1.0,,,False,False,12.0,,,,0.0,12.0,,,,
2567,86320,Deer Trail Preschool,Preschool Program,130 2nd Avenue,Deer Trail,CO,80105,Arapahoe,Arapahoe County Early Childhood Council,Child Care Innovations,False,DEER TRAIL 26J,1.0,,,False,False,16.0,,,,16.0,0.0,,,,
2568,1553300,Jennifer Wilkins,Family Child Care Home,,Montrose,CO,81401,Montrose,Bright Futures,Bright Futures,False,MONTROSE COUNTY RE-1J,1.0,,,True,False,6.0,6.0,0.0,0.0,,,0.0,0.0,0.0,
2569,1503041,WEE CARE IN LAKE CITY,Child Care Center,425 N Henson,Lake City,CO,81235,Hinsdale,Gunnison Hinsdale Early Childhood Council,Bright Futures,False,,1.0,,,True,True,15.0,0.0,0.0,7.0,8.0,0.0,0.0,0.0,0.0,
2570,1587362,Brittany Hasemann,Large Family Child Care Home,,Fruita,CO,81521,Mesa,Mesa County Partnership for Children & Families,Hilltop/Western Colorado,False,51,4.0,2024-03-28,2029-02-28,True,True,12.0,,,,0.0,12.0,,,,
2571,1564755,Douglas Cty Schl ECC South,Preschool Program,3950 Trail Boss LN,Castle Rock,CO,80104,Douglas,Douglas County Early Childhood Council,Child Care Innovations,True,Douglas County School District,3.0,2025-02-28,2026-06-01,True,False,120.0,,,,120.0,0.0,,,,
2572,90208,Holly Ridge Elementary Preschool,Child Care Center,3301 S Monoco BLVD,Denver,CO,80222,Arapahoe,Arapahoe County Early Childhood Council,Child Care Innovations,True,CHERRY CREEK 5,4.0,2020-02-28,2023-02-28,True,False,60.0,,,,60.0,0.0,,,,
2573,1510172,Jennifer Renteria,Experienced Family Child Care Home,,Clifton,CO,81520,Mesa,Mesa County Partnership for Children & Families,Hilltop/Western Colorado,False,,4.0,2024-03-28,2029-02-28,True,True,9.0,9.0,0.0,0.0,,,0.0,0.0,0.0,
2574,1545215,Mary Paul,Experienced Family Child Care Home,,Colorado Springs,CO,80918,El Paso,Alliance for Kids,Alliance for Kids,False,D11,2.0,2025-01-30,2028-01-30,False,False,9.0,9.0,0.0,0.0,,,0.0,0.0,0.0,
2575,1537110,Rim Rock D51 Preschool,Preschool Program,1810 J.6 RD,Fruita,CO,81521,Mesa,Mesa County Partnership for Children & Families,Hilltop/Western Colorado,True,Mesa County Valley School District 51,4.0,2025-02-28,2028-01-01,False,False,20.0,,,,20.0,0.0,,,,
2576,27804,Tanya Hauck,Large Family Child Care Home,,Lakewood,CO,80226,Jefferson,Triad Early Childhood Council,Child Care Innovations,False,Jefferson County School District,2.0,2023-04-25,2026-04-25,False,False,12.0,12.0,0.0,0.0,,,0.0,0.0,0.0,
2577,1554095,The Cottage Preschool,Preschool Program,6444 E Floyd AVE,Denver,CO,80222,Arapahoe,Arapahoe County Early Childhood Council,Child Care Innovations,True,Cherry Creek School District,4.0,,,True,False,60.0,,,,60.0,0.0,,,,
2578,1609864,Rikki Looney,Family Child Care Home,,Littleton,CO,80128,Jefferson,Triad Early Childhood Council,Child Care Innovations,False,JEFFERSON COUNTY R-1,1.0,,,False,False,6.0,6.0,0.0,0.0,,,0.0,0.0,0.0,
2579,84741,Deborah Crowe,Family Child Care Home,,Denver,CO,80229,Adams,Early Childhood Partnership of Adams County,Child Care Innovations,False,MAPLETON 1,1.0,,,False,False,6.0,6.0,0.0,0.0,,,0.0,0.0,0.0,
2580,1544540,Michelle Johnson,Experienced Family Child Care Home,,Colorado Springs,CO,80916,El Paso,Alliance for Kids,Alliance for Kids,False,,1.0,,,False,False,9.0,9.0,0.0,0.0,,,0.0,0.0,0.0,
2581,15470,Shauna Becker,Family Child Care Home,,Loveland,CO,80537,Larimer,Early Childhood Council of Larimer County,ECC of Larimer County,False,Thompson School District,1.0,,,False,False,6.0,6.0,0.0,0.0,,,0.0,0.0,0.0,
2582,41865,WELCOME HOME CHILD & FAMILY DEV CENTER,Child Care Center,607 Savage AVE,Lamar,CO,81052,Prowers,Prowers County Roots and Wings,Childrens First,False,RE2,2.0,2024-09-06,2027-09-06,True,True,101.0,0.0,10.0,20.0,56.0,0.0,15.0,0.0,0.0,
2583,1510690,Salida Early Childhood Center,Child Care Center,516 Teller Street,Salida,CO,81201,Chaffee,Chaffee County Early Childhood Council,Childrens First,False,R-32,4.0,2024-07-26,2029-02-28,True,False,131.0,0.0,0.0,20.0,0.0,111.0,0.0,0.0,0.0,
2584,1503694,LITTLE RED SCHOOLHOUSE,Child Care Center,49 Gillaspey,Crested Butte,CO,81224,Gunnison,Gunnison Hinsdale Early Childhood Council,Bright Futures,False,,4.0,2023-09-30,2026-09-30,True,True,49.0,0.0,7.0,7.0,0.0,35.0,0.0,0.0,0.0,
2585,1513594,Sarah Hewitt,Large Family Child Care Home,,Arvada,CO,80003,Jefferson,Triad Early Childhood Council,Child Care Innovations,False,Jefferson County Public School,5.0,2024-05-31,2027-05-31,True,True,12.0,12.0,0.0,0.0,,,0.0,0.0,0.0,
2586,63498,"STEPPING STONES DAY SCHOOL, INC.",Child Care Center,2116 W 30th,Pueblo,CO,81008,Pueblo,Pueblo Early Childhood Council,Childrens First,False,Dist 60,2.0,2025-01-15,2028-01-15,True,True,45.0,0.0,7.0,12.0,0.0,26.0,0.0,0.0,0.0,
2587,1564754,DOUGLAS CTY SCHL BEAR CANYON,Preschool Program,9660 Salford LN,Highlands Ranch,CO,80126,Douglas,Douglas County Early Childhood Council,Child Care Innovations,True,Douglas County School District,3.0,2025-02-28,2026-06-01,True,False,20.0,,,,20.0,0.0,,,,
2588,1652083,Hewet Ogbazion Elias,Family Child Care Home,,Denver,CO,80239,Denver,Denver's Early Childhood Council,Denver's ECC,False,Denver,2.0,2025-03-06,2028-03-06,True,True,6.0,6.0,0.0,0.0,,,0.0,0.0,0.0,
2589,1544577,Katy Boothe,Family Child Care Home,,Brighton,CO,80601,Adams,Early Childhood Partnership of Adams County,Child Care Innovations,False,BRIGHTON 27J,1.0,,,True,True,6.0,6.0,0.0,0.0,,,0.0,0.0,0.0,
2590,1512913,MONTESSORI ACADEMY OF COLORADO,Child Care Center,2500 Curtis ST,Denver,CO,80205,Denver,Denver's Early Childhood Council,Denver's ECC,False,DENVER PUBLIC SCHOOLS,4.0,2023-02-09,2026-01-31,False,False,259.0,0.0,30.0,80.0,0.0,149.0,0.0,0.0,0.0,
2591,1536320,RED HAWK RIDGE PRESCHOOL,Child Care Center,16251 E Geddes,Centennial,CO,80016,Arapahoe,Arapahoe County Early Childhood Council,Child Care Innovations,True,CHERRY CREEK 5,4.0,2020-02-28,2023-02-28,True,True,100.0,,,,100.0,0.0,,,,
2592,1548825,Sara Gudiel,Experienced Family Child Care Home,,Colorado Springs,CO,80925,El Paso,Alliance for Kids,Alliance for Kids,False,WIDEFIELD 3,1.0,,,False,False,9.0,9.0,0.0,0.0,,,0.0,0.0,0.0,
2593,107260,Teresa Mael,Large Family Child Care Home,,Pagosa Hills,CO,81147,Archuleta,Early Childhood Council of Archuleta County,ECC La Plata Co,False,District 50 JT (Pagosa Springs),1.0,,,False,False,8.0,,,,0.0,8.0,,,,
2594,1521069,ECEMS @ CSU - PUEBLO CHILD CARE CENTER,Child Care Center,2200 Bonforte Boulevard,Pueblo,CO,81001,Pueblo,Pueblo Early Childhood Council,Childrens First,False,Dist. 60,5.0,2024-10-31,2027-10-31,True,True,62.0,0.0,0.0,10.0,0.0,52.0,0.0,0.0,0.0,
2595,1597827,Lori Trujillo,Family Child Care Home,,Erie,CO,80516,Boulder,Early Childhood Council of Boulder County,ECC Boulder Co,False,St Vrain,1.0,,,False,False,6.0,6.0,0.0,0.0,,,0.0,0.0,0.0,
2596,1623363,Atika Safi,Family Child Care Home,,Thornton,CO,80602,Adams,Early Childhood Partnership of Adams County,Child Care Innovations,False,BRIGHTON 27J,1.0,,,False,False,6.0,6.0,0.0,0.0,,,0.0,0.0,0.0,
2597,1645706,CREATIVE LEARNING ACADEMY,Child Care Center,2198 S Pagosa WAY,Aurora,CO,80013,Arapahoe,Arapahoe County Early Childhood Council,Child Care Innovations,False,AURORA PUBLIC SCHOOLS,4.0,2024-08-31,2027-08-31,True,True,123.0,0.0,10.0,15.0,0.0,98.0,0.0,0.0,0.0,
2598,1553012,Gina Williams,Experienced Family Child Care Home,,Fort Collins,CO,80525,Larimer,Early Childhood Council of Larimer County,ECC of Larimer County,False,,1.0,,,False,False,9.0,9.0,0.0,0.0,,,0.0,0.0,0.0,
2599,1553130,Kathleen DiOrio,Experienced Family Child Care Home,,Thornton,CO,80602,Adams,Early Childhood Partnership of Adams County,Child Care Innovations,False,Adams 12,2.0,2022-08-26,2025-08-26,False,False,9.0,9.0,0.0,0.0,,,0.0,0.0,0.0,
2600,1558305,Laura Paas,Large Family Child Care Home,,Loveland,CO,80537,Larimer,Early Childhood Council of Larimer County,ECC of Larimer County,False,THOMPSON R-2J,1.0,,,False,False,12.0,12.0,0.0,0.0,,,0.0,0.0,0.0,
2601,1565742,Lois Stablein,Experienced Family Child Care Home,,Littleton,CO,80128,Jefferson,Triad Early Childhood Council,Child Care Innovations,False,Jefferson County Public School,1.0,,,False,False,9.0,9.0,0.0,0.0,,,0.0,0.0,0.0,
2602,41327,Maureen Brotherton,Experienced Family Child Care Home,,Fort Collins,CO,80528,Larimer,Early Childhood Council of Larimer County,ECC of Larimer County,False,Poudre School District,1.0,,,False,False,9.0,9.0,0.0,0.0,,,0.0,0.0,0.0,
2603,1624440,Melanie Dannenbring,Family Child Care Home,,Fort Collins,CO,80526,Larimer,Early Childhood Council of Larimer County,ECC of Larimer County,False,,1.0,,,False,False,6.0,6.0,0.0,0.0,,,0.0,0.0,0.0,
2604,1613337,Amanda Birdsong,Large Family Child Care Home,,Gunnison,CO,81230,Gunnison,Gunnison Hinsdale Early Childhood Council,Bright Futures,False,,1.0,,,False,False,12.0,12.0,0.0,0.0,,,0.0,0.0,0.0,
2605,1565328,HOPE MONTESSORI ACADEMY,Child Care Center,4401 Main ST,Westminster,CO,80031,Adams,Early Childhood Partnership of Adams County,Child Care Innovations,False,Adams 12,2.0,2023-04-13,2026-04-13,True,True,178.0,0.0,20.0,48.0,0.0,110.0,0.0,0.0,0.0,
2606,1542283,Jeniffer McElroy,Experienced Family Child Care Home,,Castle Rock,CO,80104,Douglas,Douglas County Early Childhood Council,Child Care Innovations,False,DOUGLAS COUNTY,2.0,2024-08-14,2027-08-14,True,False,9.0,9.0,0.0,0.0,,,0.0,0.0,0.0,
2607,16269,Karen Dowdell,3 under 18 Months Family Child Care Home,,Fort Collins,CO,80526,Larimer,Early Childhood Council of Larimer County,ECC of Larimer County,False,Poudre School District,1.0,,,False,False,6.0,6.0,0.0,0.0,,,0.0,0.0,0.0,
2608,1608453,Paonia NFSIS BELA Preschool,Preschool Program,430 Box Elder,Paonia,CO,81416,Delta,Bright Futures,Bright Futures,True,Delta County 50J,1.0,,,True,False,15.0,,,,15.0,0.0,,,,
2609,79799,Rebecca Kimbley,3 under 18 Months Family Child Care Home,,Centennial,CO,80121,Arapahoe,Arapahoe County Early Childhood Council,Child Care Innovations,False,LITTLETON 6,1.0,,,False,False,6.0,6.0,0.0,0.0,,,0.0,0.0,0.0,
2610,1554028,Tracy Vermilye,Family Child Care Home,,Commerce City,CO,80022,Adams,Early Childhood Partnership of Adams County,Child Care Innovations,False,BRIGHTON 27J,1.0,,,False,False,6.0,6.0,0.0,0.0,,,0.0,0.0,0.0,
2611,76999,BELINDA BRADE,3 under 18 Months Family Child Care Home,,Aurora,CO,80013,Arapahoe,Arapahoe County Early Childhood Council,Child Care Innovations,False,ADAMS-ARAPAHOE 28J,1.0,,,False,False,6.0,6.0,0.0,0.0,,,0.0,0.0,0.0,
2612,16668,HI PLAINS PRESCHOOL,Child Care Center,350 Patriot DR,Seibert,CO,80834,Kit Carson,"Early Childhood Council of Yuma, Washington, and Kit Carson","ECC Yuma, Washington, Kit Carson",True,Hi Plains R-23,2.0,2025-03-10,2028-03-10,False,False,15.0,,,,0.0,15.0,,,,
2613,41180,Kerry Schaff,Experienced Family Child Care Home,,Lakewood,CO,80228,Jefferson,Triad Early Childhood Council,Child Care Innovations,False,JEFFERSON COUNTY R-1,4.0,2025-08-31,2028-08-31,True,False,9.0,9.0,0.0,0.0,,,0.0,0.0,0.0,
2614,102155,Michelle Kreuzer,Experienced Family Child Care Home,,Greeley,CO,80634,Weld,Weld County’s Early Childhood Council,Promises for Children,False,Greeley District 6,1.0,,,True,True,9.0,9.0,0.0,0.0,,,0.0,0.0,0.0,
2615,38512,ROSEMARIE REGAN,Large Family Child Care Home,,Thornton,CO,80233,Adams,Early Childhood Partnership of Adams County,Child Care Innovations,False,ADAMS 12,1.0,,,False,False,12.0,12.0,0.0,0.0,,,0.0,0.0,0.0,
2616,45988,BUSY BEES PRESCHOOL,Child Care Center,530 S. San Juan Ave,Buena Vista,CO,81211,Chaffee,Chaffee County Early Childhood Council,Childrens First,False,,2.0,2023-09-08,2026-09-08,True,False,45.0,,,,0.0,45.0,,,,"Darren Patterson Christian Academy School Board and Josh Drexler, Head of School"
2617,1549765,MONTE VISTA HEADSTART,Child Care Center,2863 Sherman AVE,Monte Vista,CO,81144,Rio Grande,Early Childhood Council of the San Luis Valley,ECC SLV,False,,2.0,2023-04-04,2026-04-04,False,False,64.0,,,,64.0,0.0,,,,
2618,1656275,PSD ECE  @ Johnson,Child Care Center,4101 Seneca ST,Ft Collins,CO,80526,Larimer,Early Childhood Council of Larimer County,ECC of Larimer County,True,Poudre School District,4.0,2020-11-09,2025-10-31,False,False,32.0,,,,0.0,32.0,,,,
2619,1553308,BACKPACK EARLY LEARNING ACAD @ HOTCHKISS K-8,Child Care Center,465 Lorah Lane,Hotchkiss,CO,81416,Delta,Bright Futures,Bright Futures,True,,4.0,2022-08-02,2025-06-30,True,False,32.0,,,,32.0,0.0,,,,
2620,100273,Vicki Rice,Experienced Family Child Care Home,,Colorado Springs,CO,80911,El Paso,Alliance for Kids,Alliance for Kids,False,,1.0,,,False,False,9.0,9.0,0.0,0.0,,,0.0,0.0,0.0,
2621,98046,Fleming Preschool,Preschool Program,506 N Freemont,Fleming,CO,80728,Logan,"Early Childhood Council of Logan, Phillips, and Sedgwick Counties","ECC Logan, Phillips, Sedgewick",True,FRENCHMAN RE-3,2.0,2023-06-30,2026-06-30,True,False,15.0,,,,0.0,15.0,,,,
2622,1622690,LIVING WORD LUTHERAN PRESCHOOL,Child Care Center,2820 Peyton DR,Montrose,CO,81401,Montrose,Bright Futures,Bright Futures,False,,2.0,2022-11-29,2025-11-29,False,False,20.0,,,,20.0,0.0,,,,
2623,1505013,ROCKY MOUNTAIN SCHOOL OF DISCOVERY,Child Care Center,148 Eagle ST,Gypsum,CO,81637,Eagle,Rocky Mountain Early Childhood Council,Mountain Valley Developmental Svcs,False,Eagle County,2.0,2025-04-03,2028-04-03,True,True,40.0,,,,0.0,40.0,,,,
2624,46174,The Preschool Program at St. Paul Catholic Sch,Child Care Center,1601 Mesa Avenue,Colorado Springs,CO,80906,El Paso,Alliance for Kids,Alliance for Kids,True,,1.0,,,False,False,53.0,,,,0.0,53.0,,,,St. Paul Catholic School
2625,1534604,Wendy Schroeder,Experienced Family Child Care Home,,Loveland,CO,80537,Larimer,Early Childhood Council of Larimer County,ECC of Larimer County,False,Thompson School District,1.0,,,False,False,9.0,9.0,0.0,0.0,,,0.0,0.0,0.0,
2626,1527477,FLYNN ELEMENTARY SCHOOL,Child Care Center,8731 Lowell BLVD,Westminster,CO,80031,Adams,Early Childhood Partnership of Adams County,Child Care Innovations,True,Westminster Public Schools,4.0,2023-07-11,2029-06-30,False,False,40.0,,,,0.0,40.0,,,,
2627,1510135,Karla Begano,Family Child Care Home,,Westminster,CO,80003,Jefferson,Triad Early Childhood Council,Child Care Innovations,False,JEFFERSON COUNTY SCHOOL DISTRICT,1.0,,,True,False,6.0,6.0,0.0,0.0,,,0.0,0.0,0.0,
2628,24663,Martha Granillo,Experienced Family Child Care Home,,Greeley,CO,80634,Weld,Weld County’s Early Childhood Council,Promises for Children,False,"School District 6 (Greeley, Evans)",2.0,2024-11-26,2027-11-26,False,False,9.0,9.0,0.0,0.0,,,0.0,0.0,0.0,
2629,4830,RASCALS TODDLER PROGRAM,Child Care Center,405 Society DR,Telluride,CO,81435,San Miguel,Bright Futures,Bright Futures,False,,2.0,2025-05-28,2028-05-28,True,True,15.0,0.0,0.0,15.0,,,0.0,0.0,0.0,
2630,1511252,Barbara Stover,3 under 18 Months Family Child Care Home,,Lakewood,CO,80232,Jefferson,Triad Early Childhood Council,Child Care Innovations,False,Jefferson County Public School,1.0,,,False,False,6.0,6.0,0.0,0.0,,,0.0,0.0,0.0,
2631,1547593,Robyn Geisick,Experienced Family Child Care Home,,Wiggins,CO,80654,Morgan,Morgan County  Partnership for Children and Families,Morgan County Partnership,False,School District No RE-50,2.0,2023-10-04,2026-10-04,False,False,9.0,9.0,0.0,0.0,,,0.0,0.0,0.0,
2632,79151,Diane Carlson,Experienced Family Child Care Home,,Lakewood,CO,80232,Jefferson,Triad Early Childhood Council,Child Care Innovations,False,JEFFERSON COUNTY R-1,2.0,2024-09-26,2027-09-26,False,False,9.0,9.0,0.0,0.0,,,0.0,0.0,0.0,
2633,16873,Karrie Fahrenbruch,Family Child Care Home,,Greeley,CO,80631,Weld,Weld County’s Early Childhood Council,Promises for Children,False,School District 7 (Kersey),1.0,,,False,False,6.0,6.0,0.0,0.0,,,0.0,0.0,0.0,
2634,1657005,DPS ECE Oakland Elementary,Child Care Center,4580 Dearborn ST,Denver,CO,80239,Denver,Denver's Early Childhood Council,Denver's ECC,True,Denver Public Schools,4.0,2023-01-11,2026-01-31,False,False,60.0,,,,60.0,0.0,,,,
2635,1553441,DIA D51 Preschool,Preschool Program,552 A W Main ST,Grand Junction,CO,81501,Mesa,Mesa County Partnership for Children & Families,Hilltop/Western Colorado,True,Mesa County Valley School District 51,4.0,2025-02-28,2028-01-01,False,False,20.0,,,,20.0,0.0,,,,
2636,79696,Judith Frazier,Experienced Family Child Care Home,,Greeley,CO,80634,Weld,Weld County’s Early Childhood Council,Promises for Children,False,"School District 6 (Greeley, Evans)",1.0,,,False,False,9.0,9.0,0.0,0.0,,,0.0,0.0,0.0,
2637,50950,NATALIE WELLS,3 under 18 Months Family Child Care Home,,Akron,CO,80720,Washington,"Early Childhood Council of Yuma, Washington, and Kit Carson","ECC Yuma, Washington, Kit Carson",False,AKRON R-1,2.0,2022-08-25,2025-08-25,False,False,6.0,6.0,0.0,0.0,,,0.0,0.0,0.0,
2638,1519985,Tracy Starkey,Large Family Child Care Home,,Aurora,CO,80013,Arapahoe,Arapahoe County Early Childhood Council,Child Care Innovations,False,Cherry Creek School District,1.0,,,True,True,12.0,12.0,0.0,0.0,,,0.0,0.0,0.0,
2639,86381,DOS RIOS D51 PRESCHOOL,Preschool Program,265 Linden AVE,Grand Junction,CO,81503,Mesa,Mesa County Partnership for Children & Families,Hilltop/Western Colorado,True,Mesa County Valley School District 51,4.0,2025-02-28,2028-01-01,False,False,20.0,,,,20.0,0.0,,,,
2640,5874,Jeanne Morgan,Experienced Family Child Care Home,,Arvada,CO,80005,Jefferson,Triad Early Childhood Council,Child Care Innovations,False,JEFFERSON COUNTY SCHOOL DISTRICT,1.0,,,True,False,9.0,9.0,0.0,0.0,,,0.0,0.0,0.0,
