Unnamed: 0,LICENSE NUMBER,PROVIDER NAME,PROVIDER SERVICE TYPE,STREET ADDRESS,CITY,STATE,ZIP,COUNTY,ECC,CCRR,SCHOOL DISTRICT OPERATED PROGRAM,SCHOOL DISTRICT,QUALITY RATING,QUALITY RATING EFFECTIVE DATE,QUALITY RATING EXPIRATION DATE,CCCAP FISCAL AGREEMENT STATUS,CCCAP AUTHORIZATION STATUS,TOTAL LICENSED CAPACITY,LICENSED HOME CAPACITY,LICENSED CENTER INFANT CAPACITY,LICENSED CENTER TODDLER CAPACITY,LICENSED CENTER PRESCHOOL CAPACITY,LICENSED PRESCHOOL AND SCHOOL AGE CAPACITY,LICENSED SCHOOL AGE CAPACITY,LICENSED NYO CAPACITY,LICENSED RESIDENT CAMP CAPACITY,GOVERNING BODY
1028,1770195,Telicia Ramon,Large Family Child Care Home,,Delta,CO,81416,Delta,Bright Futures,Bright Futures,False,DELTA COUNTY 50(J),2.0,2023-01-19,2026-01-19,True,True,12.0,12.0,0.0,0.0,,,0.0,0.0,0.0,
1029,1773414,A&L Summer of Fun Day Camp,School-Age Child Care Center,7750 Concord Dr,Boulder,CO,80301,Boulder,Early Childhood Council of Boulder County,ECC Boulder Co,False,BOULDER VALLEY RE 2,,,,False,False,100.0,0.0,0.0,0.0,,,100.0,0.0,0.0,A&L Kid Care LLC
1030,1770612,Academy at City Park,Child Care Center,2820 N Harrison St,Denver,CO,80205,Denver,Denver's Early Childhood Council,Denver's ECC,False,,2.0,2024-09-27,2027-09-27,True,True,53.0,0.0,10.0,28.0,0.0,15.0,0.0,0.0,0.0,"Academy at City Park, Chad M Theis Sole Mbr"
1031,1768368,Rabia Arshad,Large Family Child Care Home,,Colorado Springs,CO,80939,El Paso,Alliance for Kids,Alliance for Kids,False,,2.0,2023-12-04,2026-12-04,True,False,12.0,12.0,0.0,0.0,,,0.0,0.0,0.0,
1032,1768526,KCE Champions LLC @ Academy Endeavour,School-Age Child Care Center,3475 Hampton Park Dr,Colorado Springs,CO,80920,El Paso,Alliance for Kids,Alliance for Kids,False,D-20,,,,True,True,100.0,0.0,0.0,0.0,,,100.0,0.0,0.0,
1033,1768601,Adventure Montessori Learning,Child Care Center,250 S Cherrywood Dr,Lafayette,CO,80026,Boulder,Early Childhood Council of Boulder County,ECC Boulder Co,False,BOULDER VALLEY RE 2,2.0,2025-08-31,2028-08-31,False,False,193.0,0.0,28.0,44.0,95.0,0.0,26.0,0.0,0.0,Premier CO Lafayette LLC
1034,1770679,Jennifer Levy,Family Child Care Home,,Arvada,CO,80007,Jefferson,Triad Early Childhood Council,Child Care Innovations,False,Jefferson County Public School,1.0,,,False,False,6.0,6.0,0.0,0.0,,,0.0,0.0,0.0,
1035,1777871,Christine Christman,Family Child Care Home,,Fort Collins,CO,80525,Larimer,Early Childhood Council of Larimer County,ECC of Larimer County,False,POUDRE R-1,1.0,,,False,False,6.0,6.0,0.0,0.0,,,0.0,0.0,0.0,
1036,1769715,KCE Champions LLC @Eagleview,Child Care Center,1325 Vindicator Dr,Colorado Springs,CO,80919,El Paso,Alliance for Kids,Alliance for Kids,False,,1.0,,,True,True,30.0,0.0,0.0,10.0,20.0,0.0,0.0,0.0,0.0,Beverly Gaines
1037,1769771,Crystal Gertson,Family Child Care Home,,Wellington,CO,80549,Larimer,Early Childhood Council of Larimer County,ECC of Larimer County,False,POUDRE R-1,2.0,2024-06-14,2027-06-14,False,False,6.0,6.0,0.0,0.0,,,0.0,0.0,0.0,
1038,1770272,Danielle Martinez,Family Child Care Home,,Evans,CO,80634,Weld,Weld County’s Early Childhood Council,Promises for Children,False,,1.0,,,True,False,6.0,6.0,0.0,0.0,,,0.0,0.0,0.0,
1039,1768656,Leading Edge at Pinello Elementary,School-Age Child Care Center,2515 Cody Dr,Colorado Springs,CO,80911,El Paso,Alliance for Kids,Alliance for Kids,False,WIDEFIELD 3,,,,True,True,75.0,0.0,0.0,0.0,,,75.0,0.0,0.0,Leading Edge
1040,1768660,Brittany Johnston,Large Family Child Care Home,,Fort Collins,CO,80521,Larimer,Early Childhood Council of Larimer County,ECC of Larimer County,False,,2.0,2024-10-31,2027-10-31,False,False,12.0,12.0,0.0,0.0,,,0.0,0.0,0.0,
1041,1770257,Safia Rasooli,Family Child Care Home,,aurora,CO,80016,Arapahoe,Arapahoe County Early Childhood Council,Child Care Innovations,False,CHERRY CREEK 5,1.0,,,False,False,6.0,6.0,0.0,0.0,,,0.0,0.0,0.0,
1042,1769849,Golden Aspen Early Learning Center,Child Care Center,4775 Cambridge St.,Boulder,CO,80301,Boulder,Early Childhood Council of Boulder County,ECC Boulder Co,False,BVSD,4.0,2024-07-31,2027-07-31,True,False,28.0,,,,28.0,0.0,,,,Marta Zeman
1043,1770646,Ebony Locke,Large Family Child Care Home,,Commerce City,CO,80022,Adams,Early Childhood Partnership of Adams County,Child Care Innovations,False,ADAMS 12,2.0,2025-04-18,2028-04-18,True,True,12.0,12.0,0.0,0.0,,,0.0,0.0,0.0,
1044,1769878,Westwood Academy,Child Care Center,800 S Sheridan Blvd,Denver,CO,80226,Denver,Denver's Early Childhood Council,Denver's ECC,False,,4.0,2025-02-28,2028-02-28,True,True,30.0,0.0,0.0,10.0,20.0,0.0,0.0,0.0,0.0,Owner
1045,1768790,Sunshine Learning Center LLC,Child Care Center,17874 Cottonwood Dr,Parker,CO,80134,Douglas,Douglas County Early Childhood Council,Child Care Innovations,False,Douglas County School District,2.0,2025-02-13,2028-02-13,True,True,60.0,0.0,10.0,10.0,0.0,40.0,0.0,0.0,0.0,"Anna Gabriel, Aloung Mawud"
1046,1768808,Ellen Lexau,Family Child Care Home,,Aurora,CO,80010,Arapahoe,Arapahoe County Early Childhood Council,Child Care Innovations,False,ADAMS-ARAPAHOE 28J,1.0,,,True,True,6.0,6.0,0.0,0.0,,,0.0,0.0,0.0,
1047,1769965,Adventure Academy,Child Care Center,2373 Adventure Lane,Grand Junction,CO,81505,Mesa,Mesa County Partnership for Children & Families,Hilltop/Western Colorado,False,,2.0,2023-11-14,2026-11-14,True,True,106.0,0.0,20.0,36.0,27.0,23.0,0.0,0.0,0.0,Jennifer Knott
1048,1768819,The Learning Experience- Green Valley Ranch,Child Care Center,5660 N Tower Rd,Denver,CO,80249,Denver,Denver's Early Childhood Council,Denver's ECC,False,,2.0,2024-09-23,2027-09-23,True,True,148.0,0.0,20.0,35.0,0.0,93.0,0.0,0.0,0.0,M&M Preschool LLC
1049,1768834,Kimberly Stewart,Family Child Care Home,,Platteville,CO,80651,Weld,Weld County’s Early Childhood Council,Promises for Children,False,,1.0,,,True,False,6.0,6.0,0.0,0.0,,,0.0,0.0,0.0,
1050,1774697,Alicia Maltbie,Family Child Care Home,,Canon City,CO,81212,Fremont,ECHO and Family Center Early Childhood Council,Childrens First,False,CANON CITY RE-1,1.0,,,False,False,6.0,6.0,0.0,0.0,,,0.0,0.0,0.0,
1051,1768852,Leading Edge at Venetucci Elementary,School-Age Child Care Center,405 Willis Dr,Colorado Springs,CO,80911,El Paso,Alliance for Kids,Alliance for Kids,False,WIDEFIELD 3,,,,True,True,23.0,0.0,0.0,0.0,,,23.0,0.0,0.0,Leading Edge
1052,1770755,Emily Shriver,Large Family Child Care Home,,Johnstown,CO,80534,Larimer,Early Childhood Council of Larimer County,ECC of Larimer County,False,THOMPSON R-2J,1.0,,,False,False,12.0,12.0,0.0,0.0,,,0.0,0.0,0.0,
1053,1768961,Colorado Institute for Early Learning,Child Care Center,4425 Lincoln St,Denver,CO,80216,Denver,Denver's Early Childhood Council,Denver's ECC,False,DENVER COUNTY 1,1.0,,,False,False,20.0,,,,0.0,20.0,,,,Tara Smallwood
1054,1768967,Sonya Milam,Large Family Child Care Home,,Longmont,CO,80503,Boulder,Early Childhood Council of Boulder County,ECC Boulder Co,False,ST VRAIN VALLEY RE 1J,1.0,,,False,False,12.0,12.0,0.0,0.0,,,0.0,0.0,0.0,
1055,1770159,Noah's Ark Learning Center,Child Care Center,3501 W. 104th Ave,Westminster,CO,80031,Adams,Early Childhood Partnership of Adams County,Child Care Innovations,True,Adams 12,2.0,2023-03-05,2026-03-05,True,True,111.0,0.0,9.0,15.0,0.0,87.0,0.0,0.0,0.0,The Marble Arch Co.
1056,1769103,Maria Rojas,Large Family Child Care Home,,Thornton,CO,80260,Adams,Early Childhood Partnership of Adams County,Child Care Innovations,False,,2.0,2024-01-02,2027-01-02,False,False,12.0,12.0,0.0,0.0,,,0.0,0.0,0.0,
1057,1770653,Keah Rix,Family Child Care Home,,Commerce City,CO,80022,Adams,Early Childhood Partnership of Adams County,Child Care Innovations,False,,2.0,2024-02-02,2027-02-02,True,False,6.0,6.0,0.0,0.0,,,0.0,0.0,0.0,
1058,1770993,Grace Luchavez,Family Child Care Home,,Grand Junction,CO,81501,Mesa,Mesa County Partnership for Children & Families,Hilltop/Western Colorado,False,,2.0,2023-08-18,2026-08-18,True,True,6.0,6.0,0.0,0.0,,,0.0,0.0,0.0,
1059,1770969,YMCA @ Broadmoor,School-Age Child Care Center,440 West Cheyenne Mountain Blvd,Colorado Springs,CO,80906,El Paso,Alliance for Kids,Alliance for Kids,False,CHEYENNE MOUNTAIN 12,,,,True,False,50.0,0.0,0.0,0.0,,,50.0,0.0,0.0,YMCA of the Pikes Peak Region
1060,1769381,OUAC,Child Care Center,1247 Riverside Ave,Fort Collins,CO,80524,Larimer,Early Childhood Council of Larimer County,ECC of Larimer County,False,,1.0,,,True,True,97.0,0.0,19.0,34.0,0.0,44.0,0.0,0.0,0.0,Robin Sedillo
1061,1770346,The Neighborhood Play School,Preschool Program,1201 S. Steele St.,Denver,CO,80210,Denver,Denver's Early Childhood Council,Denver's ECC,False,DENVER COUNTY 1,2.0,2025-01-06,2028-01-06,False,False,16.0,,,,16.0,0.0,,,,The Neighborhood Play School
1062,1770350,Ajax Cubs,Child Care Center,215 N Garmisch St,Aspen,CO,81611,Pitkin,Rocky Mountain Early Childhood Council,Mountain Valley Developmental Svcs,False,ASPEN 1,2.0,2025-01-03,2028-01-03,True,True,60.0,0.0,8.0,20.0,32.0,0.0,0.0,0.0,0.0,Elizabeth Beckwith
1063,1770394,DPS Discovery Link @ Godsman,School-Age Child Care Center,2120 W Arkansas Ave,Denver,CO,80223,Denver,Denver's Early Childhood Council,Denver's ECC,True,DENVER COUNTY 1,,,,True,False,150.0,0.0,0.0,0.0,,,150.0,0.0,0.0,Denver Public Schools
1064,1773789,Wildflower Nature School,Child Care Center,160 Ruby Ranch Rd,Silverthorne,CO,80498,Summit,Summit County Early Childhood Learning Council,Early Childhood Options,False,,2.0,2024-04-11,2027-04-11,True,True,74.0,0.0,18.0,24.0,32.0,0.0,0.0,0.0,0.0,Tiernan Gannon
1065,1770354,South Side Building Blocks Learning Center,Child Care Center,95 Lehigh Ave,Pueblo,CO,81005,Pueblo,Pueblo Early Childhood Council,Childrens First,False,PUEBLO CITY 60,4.0,2024-07-31,2027-07-31,True,True,68.0,0.0,0.0,10.0,37.0,0.0,21.0,0.0,0.0,South Side Building Blocks Learning Center
1066,1770463,Kid City USA Longmont,Child Care Center,1941 Terry St,Longmont,CO,80501,Boulder,Early Childhood Council of Boulder County,ECC Boulder Co,False,SVVSD,4.0,2023-10-31,2026-10-31,True,True,92.0,0.0,10.0,29.0,0.0,53.0,0.0,0.0,0.0,1941 Longmont Co Inc
1067,1770931,Liliana Ledezma-Gandara,Family Child Care Home,,Holyoke,CO,80734,Phillips,"Early Childhood Council of Logan, Phillips, and Sedgwick Counties","ECC Logan, Phillips, Sedgewick",False,HOLYOKE RE-1J,1.0,,,False,False,6.0,6.0,0.0,0.0,,,0.0,0.0,0.0,
1068,1770655,Steamboat Kids Play Garden LLC,School-Age Child Care Center,"365 Anglers Dr, Suite B",Steamboat Springs,CO,80487,Routt,First Impressions of Routt County,Summit Co CCR&R,False,STEAMBOAT SPRINGS RE-2,,,,True,False,30.0,0.0,0.0,0.0,,,30.0,0.0,0.0,Individual  - on behalf of LLC
1069,1771522,The Parker Fieldhouse Preschool,Preschool Program,18700 E Plaza Dr.,Parker,CO,80134,Douglas,Douglas County Early Childhood Council,Child Care Innovations,False,Douglas County School District,1.0,,,False,False,30.0,,,,0.0,30.0,,,,The Town of Parker
1070,1771166,Cornerstone Classical Christian Academy,Preschool Program,1321 9th Ave.,Greeley,CO,80631,Weld,Weld County’s Early Childhood Council,Promises for Children,False,GREELEY 6,1.0,,,False,False,15.0,,,,0.0,15.0,,,,"Cornerstone Classical Christian Academy, LLC"
1071,1770091,Mom's House Learning Center,Child Care Center,2650 E 120th Ave,Thornton,CO,80233,Adams,Early Childhood Partnership of Adams County,Child Care Innovations,False,Adams 12,4.0,2024-09-30,2027-09-30,True,True,88.0,0.0,20.0,28.0,0.0,40.0,0.0,0.0,0.0,
1072,1771053,Michelle Matney,Family Child Care Home,,Cortez,CO,81321,Montezuma,Montelores Early Childhood Council,ECC La Plata Co,False,MONTEZUMA-CORTEZ RE-1,1.0,,,False,False,6.0,6.0,0.0,0.0,,,0.0,0.0,0.0,
1073,1771103,Jacklyn Lala,Large Family Child Care Home,,Northglenn,CO,80233,Adams,Early Childhood Partnership of Adams County,Child Care Innovations,False,ADAMS 12 FIVE STAR SCHOOLS,1.0,,,False,False,12.0,12.0,0.0,0.0,,,0.0,0.0,0.0,
1074,1770283,D49 Falcon Preschool,Preschool Program,12050 Falcon Hwy,Peyton,CO,80831,El Paso,Alliance for Kids,Alliance for Kids,False,,1.0,,,False,False,36.0,,,,36.0,0.0,,,,School District 49
1075,1770307,Mountain View Montessori,Child Care Center,10926 Democrat RD,Parker,CO,80134,Douglas,Douglas County Early Childhood Council,Child Care Innovations,False,Douglas County School District,1.0,,,False,False,30.0,0.0,0.0,10.0,0.0,20.0,0.0,0.0,0.0,Justin Abrell
1076,1770390,THE GODDARD SCHOOL OF ARVADA,Child Care Center,14679 W 87th Pkwy,Arvada,CO,80005,Jefferson,Triad Early Childhood Council,Child Care Innovations,False,Jefferson County Public School,4.0,2023-08-31,2026-08-31,True,True,158.0,0.0,19.0,45.0,0.0,94.0,0.0,0.0,0.0,Mesa Investments Ltd.
1077,1770401,DPS Discovery Link at Goldrick Elementary,School-Age Child Care Center,1050 S. Zuni Street,Denver,CO,80223,Denver,Denver's Early Childhood Council,Denver's ECC,True,DENVER COUNTY 1,,,,False,False,120.0,0.0,0.0,0.0,,,120.0,0.0,0.0,Denver Public Schools
1078,1770405,DPS Discovery Link at Oakland Elementary,School-Age Child Care Center,4580 Dearborn St.,Denver,CO,80239,Denver,Denver's Early Childhood Council,Denver's ECC,True,DENVER COUNTY 1,,,,False,False,75.0,0.0,0.0,0.0,,,75.0,0.0,0.0,Denver Public Schools
1079,1776759,Katherine Christensen,Family Child Care Home,,Colorado Springs,CO,80920,El Paso,Alliance for Kids,Alliance for Kids,False,ACADEMY 20,1.0,,,False,False,6.0,6.0,0.0,0.0,,,0.0,0.0,0.0,
1080,1771181,Balance Early Learning Academy,Child Care Center,15151 E Wesley Ave,Aurora,CO,80014,Arapahoe,Arapahoe County Early Childhood Council,Child Care Innovations,False,Adams-Arapahoe School District 28J,5.0,2024-04-30,2027-04-30,True,True,125.0,0.0,10.0,20.0,0.0,95.0,0.0,0.0,0.0,Balance Schools LLC
1081,1770629,South East Recreation Center,School-Age Child Care Center,25400 E Alexander Dr.,Aurora,CO,80016,Arapahoe,Arapahoe County Early Childhood Council,Child Care Innovations,False,CHERRY CREEK 5,,,,False,False,45.0,0.0,0.0,0.0,,,45.0,0.0,0.0,City of Aurora
1082,1770630,Expo Recreation Center,School-Age Child Care Center,10955 E Exposition Ave,Aurora,CO,80013,Arapahoe,Arapahoe County Early Childhood Council,Child Care Innovations,False,Aurora Public Schools,,,,False,False,60.0,0.0,0.0,0.0,,,60.0,0.0,0.0,City of Aurora
1083,1771566,Jayci Taylor,Family Child Care Home,,Yuma,CO,80759,Yuma,"Early Childhood Council of Yuma, Washington, and Kit Carson","ECC Yuma, Washington, Kit Carson",False,YUMA 1,2.0,2023-08-28,2026-08-28,False,False,6.0,6.0,0.0,0.0,,,0.0,0.0,0.0,
1084,1770788,Boys & Girls Club of Fremont County,School-Age Child Care Center,2855 N 9th St,Canon City,CO,81212,Fremont,ECHO and Family Center Early Childhood Council,Childrens First,False,CANON CITY RE-1,,,,True,True,75.0,0.0,0.0,0.0,,,75.0,0.0,0.0,Boys & Girls Club of Fremont County
1085,1771561,Erin Pollack,Large Family Child Care Home,,Parker,CO,80134,Douglas,Douglas County Early Childhood Council,Child Care Innovations,False,Douglas County School District,1.0,,,False,False,12.0,12.0,0.0,0.0,,,0.0,0.0,0.0,
1086,1771238,Primrose School of North Colorado Springs,Child Care Center,2380 Briar Ridge Point,Colorado Springs,CO,80920,El Paso,Alliance for Kids,Alliance for Kids,False,,4.0,2025-09-18,2031-06-30,True,True,190.0,0.0,8.0,34.0,0.0,148.0,0.0,0.0,0.0,Primrose School of North Colorado Springs
1087,1771240,Firm Foundation Child Care Center,Child Care Center,9635 E Montview BLVD,Aurora,CO,80010,Adams,Early Childhood Partnership of Adams County,Child Care Innovations,False,Adams,2.0,2023-10-26,2026-10-26,True,True,52.0,0.0,0.0,20.0,0.0,32.0,0.0,0.0,0.0,
1088,1771200,Meiklejohn Preschool,Child Care Center,13405 W. 83rd Place,Arvada,CO,80005,Jefferson,Triad Early Childhood Council,Child Care Innovations,True,Jefferson County Public School,4.0,2024-01-26,2027-01-31,True,False,40.0,,,,0.0,40.0,,,,Jeffco Public Schools
1089,1771190,Governor's Ranch Preschool,Child Care Center,5354 S. Field Street,Littleton,CO,80123,Jefferson,Triad Early Childhood Council,Child Care Innovations,True,Jefferson County Public School,4.0,2024-01-26,2027-01-31,True,False,60.0,,,,0.0,60.0,,,,Jeffco Public Schools
1090,1771196,Sierra Preschool,Child Care Center,7771 Oak Street,Arvada,CO,80005,Jefferson,Triad Early Childhood Council,Child Care Innovations,True,Jefferson County Public School,4.0,2024-01-26,2027-01-31,True,True,40.0,,,,40.0,0.0,,,,Jeffco Public Schools
1091,1771197,Weber Preschool,Child Care Center,8725 W. 81st Place,Arvada,CO,80005,Jefferson,Triad Early Childhood Council,Child Care Innovations,False,Jefferson County Public School,4.0,2024-01-26,2027-01-31,True,True,60.0,,,,0.0,60.0,,,,Jeffco Public Schools
1092,1771193,Maple Grove Preschool,Child Care Center,3085 Alkire Street,Golden,CO,80401,Jefferson,Triad Early Childhood Council,Child Care Innovations,True,Jefferson County Public School,4.0,2024-01-26,2027-01-31,True,False,20.0,,,,20.0,0.0,,,,Jeffco Public Schools
1093,1771199,Green Gables Preschool,Child Care Center,8701 W Woodard Drive,Lakewood,CO,80227,Jefferson,Triad Early Childhood Council,Child Care Innovations,True,Jefferson County Public School,4.0,2024-01-26,2027-01-31,True,False,20.0,,,,0.0,20.0,,,,Jeffco Public Schools
1094,1771201,Powderhorn Preschool,Child Care Center,12109 W Coal Mine Ave.,Littleton,CO,80127,Jefferson,Triad Early Childhood Council,Child Care Innovations,True,Jefferson County Public School,4.0,2024-01-26,2027-01-31,True,True,20.0,,,,0.0,20.0,,,,Jeffco Public Schools
1095,1771195,Marshdale Preschool,Child Care Center,26663 N. Turkey Creek Road,Evergreen,CO,80439,Jefferson,Triad Early Childhood Council,Child Care Innovations,True,JEFFERSON COUNTY R-1,4.0,2024-01-26,2027-01-31,True,False,20.0,,,,0.0,20.0,,,,Jeffco Public Schools
1096,1771795,Samantha Garner,Family Child Care Home,,Clifton,CO,81520,Mesa,Mesa County Partnership for Children & Families,Hilltop/Western Colorado,False,MESA COUNTY VALLEY 51,2.0,2024-04-04,2027-04-04,True,False,6.0,6.0,0.0,0.0,,,0.0,0.0,0.0,
1097,1771874,Michelle DeCaso,Large Family Child Care Home,,Monument,CO,80132,El Paso,Alliance for Kids,Alliance for Kids,False,LEWIS-PALMER 38,1.0,,,False,False,12.0,12.0,0.0,0.0,,,0.0,0.0,0.0,
1098,1771191,Leticia Alvizo,Large Family Child Care Home,,Evans,CO,80620,Weld,Weld County’s Early Childhood Council,Promises for Children,False,"School District 6 (Greeley, Evans)",2.0,2023-09-29,2026-09-29,True,True,12.0,12.0,0.0,0.0,,,0.0,0.0,0.0,
1099,1771221,Sara Sadat,Family Child Care Home,,Aurora,CO,80016,Arapahoe,Arapahoe County Early Childhood Council,Child Care Innovations,False,CHERRY CREEK 5,1.0,,,False,False,6.0,6.0,0.0,0.0,,,0.0,0.0,0.0,
1100,1772089,Dennison School Age Enrichment,School-Age Child Care Center,401 Independence St,Lakewood,CO,80226,Jefferson,Triad Early Childhood Council,Child Care Innovations,True,Jeffco Public Schools,,,,True,True,100.0,0.0,0.0,0.0,,,100.0,0.0,0.0,Jefferson County School District R-1
1101,1771242,BVSD Louisville Elementary,Child Care Center,400 Hutchinson St,Louisville,CO,80027,Boulder,Early Childhood Council of Boulder County,ECC Boulder Co,False,BOULDER VALLEY RE 2,4.0,2023-11-10,2026-01-31,True,False,40.0,,,,40.0,0.0,,,,Boulder Valley School District
1102,1771245,BVSD Mesa Elementary Preschool,Child Care Center,1575 Lehigh St,Boulder,CO,80305,Boulder,Early Childhood Council of Boulder County,ECC Boulder Co,False,BOULDER VALLEY RE 2,4.0,2023-11-10,2026-01-31,True,False,40.0,,,,40.0,0.0,,,,Boulder Valley School District
1103,1771260,Jamie Cunningham,Family Child Care Home,,Johnstown,CO,80534,Weld,Weld County’s Early Childhood Council,Promises for Children,False,,2.0,2023-04-24,2026-04-24,True,False,6.0,6.0,0.0,0.0,,,0.0,0.0,0.0,
1104,1771264,BVSD Coal Creek Elementary Preschool,Child Care Center,801 W Tamarisk,Louisville,CO,80027,Boulder,Early Childhood Council of Boulder County,ECC Boulder Co,True,BOULDER VALLEY RE 2,4.0,2023-11-10,2026-01-31,True,True,40.0,,,,40.0,0.0,,,,Boulder Valley School District
1105,1772714,Green Mountain Village Preschool,Preschool Program,14099 W Jewell Ave.,Lakewood,CO,80228,Jefferson,Triad Early Childhood Council,Child Care Innovations,False,Jefferson County Public School,1.0,,,False,False,39.0,,,,39.0,0.0,,,,Traci Allison
1106,1776095,Denver Jewish Day School,Child Care Center,2450 S. Wabash St.,Denver,CO,80231,Arapahoe,Arapahoe County Early Childhood Council,Child Care Innovations,False,Cherry Creek School District,4.0,2025-07-18,2031-06-01,True,False,15.0,,,,15.0,0.0,,,,Jodie Applebaum
1107,1771873,Nehife Sanchez Dominguez,Large Family Child Care Home,,Aurora,CO,80011,Arapahoe,Arapahoe County Early Childhood Council,Child Care Innovations,False,ADAMS-ARAPAHOE 28J,1.0,,,False,False,12.0,12.0,0.0,0.0,,,0.0,0.0,0.0,
1108,1773110,Paulina Clark,Family Child Care Home,,Colorado Springs,CO,80925,El Paso,Alliance for Kids,Alliance for Kids,False,WIDEFIELD 3,2.0,2024-02-15,2027-02-15,False,False,6.0,6.0,0.0,0.0,,,0.0,0.0,0.0,
1109,1772099,Tori Canterbury,Family Child Care Home,,Commerce City,CO,80022,Adams,Early Childhood Partnership of Adams County,Child Care Innovations,False,BRIGHTON 27J,2.0,2024-12-13,2027-12-13,True,False,6.0,6.0,0.0,0.0,,,0.0,0.0,0.0,
1110,1771616,Felicia Harris,Family Child Care Home,,Colorado Springs,CO,80922,El Paso,Alliance for Kids,Alliance for Kids,False,FALCON 49,1.0,,,False,False,6.0,6.0,0.0,0.0,,,0.0,0.0,0.0,
1111,1772563,Aurora Highlands P-8,Preschool Program,24405 E 42nd Ave,Aurora,CO,80019,Adams,Arapahoe County Early Childhood Council,Child Care Innovations,True,Aurora Public Schools ADAMS-ARAPAHOE 28J,4.0,2025-05-09,2028-01-31,False,False,40.0,,,,40.0,0.0,,,,Aurora Public Schools
1112,1772435,Jennifer McCarthy,Family Child Care Home,,Fort Collins,CO,80525,Larimer,Early Childhood Council of Larimer County,ECC of Larimer County,False,POUDRE R-1,1.0,,,False,False,6.0,6.0,0.0,0.0,,,0.0,0.0,0.0,
1113,1772439,Ashley Lott,Family Child Care Home,,Aurora,CO,80016,Arapahoe,Arapahoe County Early Childhood Council,Child Care Innovations,False,Cherry Creek School District,1.0,,,False,False,6.0,6.0,0.0,0.0,,,0.0,0.0,0.0,
1114,1771727,The Village Childcare@ Breckenridge Resorts,Child Care Center,535 South Park Ave,Breckenridge,CO,80424,Summit,Summit County Early Childhood Learning Council,Early Childhood Options,False,,2.0,2023-06-28,2026-06-28,True,False,24.0,0.0,7.0,17.0,,,0.0,0.0,0.0,Vail Resorts
1115,1771729,Abigail Reese,Large Family Child Care Home,,Mead,CO,80542,Weld,Weld County’s Early Childhood Council,Promises for Children,False,SWSD,2.0,2024-09-17,2027-09-17,True,False,12.0,12.0,0.0,0.0,,,0.0,0.0,0.0,
1116,1771754,Amarie Hill,Family Child Care Home,,Craig,CO,81625,Moffat,Connections 4 Kids,Summit Co CCR&R,False,MOFFAT COUNTY RE:NO 1,1.0,,,True,True,6.0,6.0,0.0,0.0,,,0.0,0.0,0.0,
1117,1773099,DPS Discovery Link at Denison,School-Age Child Care Center,1821 S Yates St,Denver,CO,80219,Denver,Denver's Early Childhood Council,Denver's ECC,True,DENVER COUNTY 1,,,,True,True,45.0,0.0,0.0,0.0,,,45.0,0.0,0.0,Denver Public Schools
1118,1771849,Homestead Elementary Preschool,Preschool Program,451 S Homestead Pkwy,Centennial,CO,80112,Arapahoe,Arapahoe County Early Childhood Council,Child Care Innovations,False,CHERRY CREEK 5,1.0,,,True,False,40.0,,,,40.0,0.0,,,,
1119,1771854,Preescolar El Busesito 2,Child Care Center,228 flying M Ranch Rd,Glenwood Springs,CO,81601,Garfield,Rocky Mountain Early Childhood Council,Mountain Valley Developmental Svcs,False,,1.0,,,False,False,8.0,,,,0.0,8.0,,,,Karla Reyes
1120,1771857,Rolling Hills Elementary Preschool,Preschool Program,5756 S Biscay St,Aurora,CO,80015,Arapahoe,Arapahoe County Early Childhood Council,Child Care Innovations,True,CHERRY CREEK 5,1.0,,,True,False,40.0,,,,40.0,0.0,,,,Cherry Creek School District 5
1121,1771899,Belleview Elementary Preschool,Preschool Program,4851 D Dayton St,Greenwood Village,CO,80111,Arapahoe,Arapahoe County Early Childhood Council,Child Care Innovations,False,CHERRY CREEK 5,4.0,2025-08-07,2026-10-31,True,False,60.0,,,,60.0,0.0,,,,Cherry Creek Schools
1122,1771902,Antelope Ridge Elementary Preschool,Preschool Program,4851 S Dayton St,Aurora,CO,80015,Arapahoe,Arapahoe County Early Childhood Council,Child Care Innovations,False,CHERRY CREEK 5,1.0,,,True,False,80.0,,,,80.0,0.0,,,,Cherry Creek Schools
1123,1771911,Willow Creek Elementary,Preschool Program,7855 S Willow Way,Centennial,CO,80112,Arapahoe,Arapahoe County Early Childhood Council,Child Care Innovations,False,CHERRY CREEK 5,1.0,,,True,False,40.0,,,,40.0,0.0,,,,Cherry Creek Schools
1124,1771923,Canyon Creek Elementary Preschool,Preschool Program,6070 S Versailles Pkwy,Aurora,CO,80015,Arapahoe,Arapahoe County Early Childhood Council,Child Care Innovations,False,CHERRY CREEK 5,1.0,,,True,False,60.0,,,,60.0,0.0,,,,Cherry Creek Schools
1125,1775270,Blue Leaf School LLC,Child Care Center,5524 Baseline Rd,Boulder,CO,80303,Boulder,Early Childhood Council of Boulder County,ECC Boulder Co,False,BOULDER VALLEY RE 2,2.0,2024-09-20,2027-09-20,True,True,54.0,0.0,10.0,14.0,0.0,30.0,0.0,0.0,0.0,Blue Leaf School LLC
1126,1771934,Village East Elementary Preschool,Preschool Program,1433 S Oakland St,Aurora,CO,80012,Arapahoe,Arapahoe County Early Childhood Council,Child Care Innovations,False,Cherry Creek School District,1.0,,,True,False,100.0,,,,100.0,0.0,,,,Cherry Creek Schools
